Bissau-Guineans	Guinea-Bissau
Bolivian	Bolivia
Bolivians	Bolivia
Bonaire	Bonaire
Bonaire Dutch	Bonaire
Bornean	Borneo
Bosnian	Bosnia and Herzegovina
Bosnians	Bosnia and Herzegovina
Bostonian	Boston
Bostonians	Boston
Botswanan	Botswana
Bouvet Island	Bouvet Island
Brazilian	Brazil
Brazilians	Brazil
Breton	Brittany
Bretons	Brittany
Brit	Brittany
British	Wales
British Columbian	British Columbia
British Columbians	British Columbia
British Virgin Island	Virgin Islands
British Virgin Islanders	Virgin Islands
Britisher	British
Britishers	British
Briton	Great Britain
Britons	United Kingdom
Brits	Brittany
Brooklynite	Brooklyn
Bruneian	Brunei
Bruneians	Brunei
Brusselian	Brussels
Brusselians	Brussels
Budapestian	Budapest
Bulgarian	Bulgaria
Bulgarians	Bulgaria
Burmese	Myanmar
Burundian	Burundi
Burundians	Burundi
Cabo Verdean	Cape Verde
Cabo Verdeans	Cape Verde
Cairene	Cairo
Cairenes	Cairo
Calabrian	Calabria
Calabrians	Calabria
Calcuttan	Calcutta
Calcuttans	Calcutta
Calgarian	Calgary
Calgarians	Calgary
Californian	California
Cambodian	Cambodia
Cambodians	Cambodia
Cameroonian	Cameroon
Cameroonians	Cameroon
Campanian	Campania
Campanians	Campania
Canadian	Canada
Canadians	Canada
Canadien	Canada
Canadienne	Canada
Canadiennes	Canada
Canadiens	Canada
Canarian	Canada
Canarians	Canada
Canberran	Canberra
Canberrans	Canberra
Cantabrian	Cantabria
Cantabrians	Cantabria
Caraquenian	Caracas
Carolinian	Caracas
Carolinians	Caracas
Cascadian	Cascadia
Cascadians	Cascadia
Catalan	Catalonia
Catalans	Catalonia
Category:English informal demonyms	Tyrol
Category:en:Demonyms for Americans	Tyrol
Category:en:Latvian demonyms	Tyrol
Category:en:Nationalities	Tyrol
Caymanian	Cayman Islands
Caymanians	Cayman Islands
Central African	Central African Republic
Central Africans	Central African Republic
Cephaloniot	Cephalonia
Chadian	Chad
Chadians	Chad
Channel Island	Jersey
Channel Islander	Jersey
Charlestoni	Charleston
Charlestonian	Charleston
Charlotteto	Charlotteto
Charlottetonian	Charlotteto
Cheddarhead	Cheddar
Chicagoan	Chicago
Chicagoans	Chicago
Chilean	Chile
Chileans	Chile
Chinese	Taiwan
Christmas Island	Christmas Island
Christmas Islanders	Christmas Island
Cimbrian	Chicago
Cimbrians	Chicago
Cocos Island	Cocos
Cocos Islanders	Cocos
Colcestrian	Chicago
Colombian	Colombia
Colombians	Colombia
Coloradan	Colorado
Coloradans	Colorado
Comoran	Comoros
Comorans	Comoros
Comorian	Comoros
Comorians	Comoros
Congolese	Congo
Connecticut	Connecticut
Connecticuter	Connecticut
Cook Island	Cook Islands
Cook Islanders	Cook Islands
Copenhagene	Copenhagen
Copenhagener	Copenhagen
Corfiot	Corfu
Corfiote	Corfu
Corfiotes	Corfu
Corfiots	Corfu
Corinthian	Corinth
Corinthians	Corinth
Cornishman	Corinth
Cornishmen	Corinth
Cornishwoman	Corinth
Cornishwome	Corinth
Corsican	Corsica
Corsicans	Corsica
Costa Rican	Costa Rica
Costa Ricans	Costa Rica
Cracovian	Cracow
Cracovians	Cracow
Cretan	Crete
Cretans	Crete
Crimean	Crimea
Crimeans	Crimea
Croatian	Croatia
Croatians	Croatia
Croats	Croatia
Cuban	Cuba
Cubans	Cuba
Cypriot	Cyprus
Cypriots	Cyprus
Czech	Czech Republic
Czechs	Czech Republic
Dakotan	Cyprus
Dakotans	Cyprus
Dalmatian	Cyprus
Dalmatians	Cyprus
Damascene	Damascus
Damascenes	Damascus
Danes	Denmark
Danish	Denmark
Danish-Canadian	Canadians
Delawarean	Delaware
Delawareans	Delaware
Delhian	Delhi
Delhians	Delhi
Delhiite	Delhi
Delhiites	Delhi
Djiboutian	Djibouti
Djiboutians	Djibouti
Dominican	Dominican Republic
Dominicans	Dominican Republic
Dubliner	Dublin
Dubliners	Dublin
Dutch	Netherlands
Dutchmen	Netherlands
Dutchwomen	Netherlands
East Anglian	East Anglia
East Anglians	East Anglia
Ecuadorian	Ecuador
Ecuadorians	Ecuador
Edmontonian	Edmonton
Egyptian	Egypt
Egyptians	Egypt
Emilian	Emilia
Emilians	Emilia
Emirati	United Arab Emirates
Emiratis	United Arab Emirates
Emiri	United Arab Emirates
Emirian	United Arab Emirates
Emirians	United Arab Emirates
Englander	England
Englanders	England
English	England
English-Canadian	Canadians
Englishman	England
Englishmen	England
Englishwoman	England
Englishwome	England
Englishwomen	England
Equatoguinean	Equatorial Guinea
Equatoguineans	Equatorial Guinea
Equatorial Guinean	Equatorial Guinea
Equatorial Guineans	Equatorial Guinea
Eridian	England
Erie	England
Eritrean	Eritrea
Eritreans	Eritrea
Estonian	Estonia
Estonians	Estonia
Ethiopian	Ethiopia
Ethiopians	Ethiopia
Europan	England
Europans	England
European	European Union
Europeans	European Union
Extremadura	Extremadura
Extremaduran	Extremadura
Falkland Island	Falkland Islands
Falkland Islanders	Falkland Islands
Faroese	Faroe Islands
Fijian	Fiji
Fijians	Fiji
Filipinas	Philippines
Filipino	Philippines
Filipinos	Philippines
Finnish	Finland
Finns	Finland
Florentine	Extremadura
Florentines	Extremadura
Floridian	Florida
Floridians	Florida
Frankfurter	Florida
Fredericton	Fredericton
Frederictonian	Fredericton
French	French Southern Territories
French Canadian	Fredericton
French Canadians	Fredericton
French Guianese	French Guiana
French Polynesian	French Polynesia
French Polynesians	French Polynesia
French Southern Territories	French Southern Territories
French-Canadian	Canadians
Frenchman	French
Frenchmen	France
Frenchwoman	French
Frenchwomen	France
Frisian	French
Frisians	French
Friulian	Friuli
Friulians	Friuli
Futunan	Wallis and Futuna
Futunans	Wallis and Futuna
Gabonese	Gabon
Galician	Galicia
Galicians	Galicia
Galilean	Galilee
Galileans	Galilee
Gambian	Gambia
Gambians	Gambia
Gascon	Gascony
Gascons	Gascony
Genevan	Geneva
Genevans	Geneva
Genoese	Genoa
Genovese	Genoa
Genovesi	Genoa
Georgian	Georgia
Georgians	Georgia
German	Germany
German-Canadian	Canadians
Germans	Germany
Ghanaian	Ghana
Ghanaians	Ghana
Gibraltar	Gibraltar
Gibraltaria	Gibraltar
Gibraltarian	Gibraltar
Gibraltarians	Gibraltar
Glaswegian	Glasgow
Glaswegians	Glasgow
Gothenburge	Gothenburg
Gothenburger	Gothenburg
Granadan	Granada
Granadans	Granada
Grecian	Greece
Grecians	Greece
Greek	Greece
Greeks	Greece
Greenlander	Greenland
Greenlanders	Greenland
Greenlandic	Greenland
Grenadian	Grenada
Grenadians	Grenada
Guadeloupe	Guadeloupe
Guadeloupians	Guadeloupe
Guamanian	Guam
Guamanians	Guam
Guambat	Guam
Guatemalan	Guatemala
Guatemalans	Guatemala
Guinean	Guinea
Guineans	Guinea
Guyanese	Guyana
Haitian	Haiti
Haitians	Haiti
Haligonian	Halifax
Haligonians	Halifax
Hamburger	Hamburg
Hamburgers	Hamburg
Hamiltonian	Hamburg
Hanoverian	Hanover
Hanoverians	Hanover
Harcourtian	Port Harcourt
Hawaiian	Hawaii
Hawaiians	Hawaii
Heard Island	Heard Island and McDonald Islands
Hellenes	Greece
Hellenic	Greece
Herzegovinian	Bosnia and Herzegovina
Herzegovinians	Bosnia and Herzegovina
Hessian	Hesse
Hispanic	Spain
Hispanics	Spain
Hispano	Spain
Hispanos	Spain
Honduran	Honduras
Hondurans	Honduras
Hong Kong	Hong Kong
Hong Konger	Hong Kong
Hong Kongers	Hong Kong
Hong Kongese	Hong Kong
Hong Kongite	Hong Kong
Hong Kongites	Hong Kong
Hongkongers	Hong Kong
Hungarian	Hungary
Hungarians	Hungary
Hungarish	Hungar
Hyderabadi	Hyderabad
Hyderabadis	Hyderabad
I-Kiribati	Kiribati
Ibizan	Ibiza
Ibizans	Ibiza
Icelanders	Iceland
Icelandic	Iceland
Idahoan	Idaho
Idahoans	Idaho
Illinoisan	Illinois
Illinoisans	Illinois
Imbriot	Imbros
Imbriots	Imbros
Indian	India
Indianan	Indiana
Indianans	Indiana
Indianapoli	Indianapoli
Indianapolitan	Indianapoli
Indians	India
Indonesian	Indonesia
Indonesians	Indonesia
Inuit	Inuit
Ionian	Inuit
Ionians	Inuit
Iowan	Iowa
Iowans	Iowa
Iqalummiuq	Iowa
Iqalummiut	Iowa
Iqalungmiut	Iqaluit
Iranian	Iran
Iranians	Iran
Iraqi	Iraq
Iraqis	Iraq
Irelander	Ireland
Irelanders	Ireland
Irish	Ireland
Irishman	Irish
Irishmen	Ireland
Irishwoman	Irish
Irishwomen	Ireland
Islander	Irish
Islanders	Irish
Israeli	Israel
Israelis	Israel
Istrian	Istria
Istrians	Istria
Istriot	Istria
Istriots	Istria
Italian	Italy
Italian-Canadian	Canadians
Italiana	Italy
Italiano	Italy
Italians	Italy
Ivorian	Ivory Coast
Ivorians	Ivory Coast
Jaipuri	Jaipur
Jaipurian	Jaipur
Jaipurians	Jaipur
Jaipuris	Jaipur
Jamaican	Jamaica
Jamaicans	Jamaica
Jan Mayen	Jan Mayen
Japanese	Japan
Javan	Jaipur
Javans	Jaipur
Jerseyman	Jersey
Jerseymen	Jersey
Jerusalemit	Jerusalem
Jerusalemite	Jerusalem
Johnny Canuck	Jerusalem
Jordanian	Jordan
Jordanians	Jordan
Jovian	Jupiter
Jovians	Jupiter
Jutlander	Jutland
Jutlanders	Jutland
Kalamazooan	Kalamazoo
Kalymniot	Kalymnos
Kalymniots	Kalymnos
Kansan	Kansas
Kansans	Kansas
Kazakh	Kazakhstan
Kazakhs	Kazakhstan
Kazakhstani	Kazakhstan
Kazakhstanis	Kazakhstan
Kentuckian	Kentucky
Kentuckians	Kentucky
Kenyan	Kenya
Kenyans	Kenya
Kievan	Kiev
Kievans	Kiev
Kirghiz	Kyrgyzstan
Kirgiz	Kyrgyzstan
Kittitian	Saint Kitts and Nevis
Kittitians	Saint Kitts and Nevis
Kolkatan	Kolkata
Kolkatans	Kolkata
Koreans	Korea
Kosovan	Kosovo
Kosovar	Kosovo
Kosovars	Kosovo
Kuwaiti	Kuwait
Kuwaitis	Kuwait
Kyivan	Kyiv
Kyivans	Kyiv
Kyrgyz	Kyrgyzstan
Kyrgyzstani	Kyrgyzstan
Kyrgyzstanis	Kyrgyzstan
Labradorian	Labrador
Lao	Laos
Laos	Laos
Laotian	Laos
Laotians	Laos
Las Vegan	Las Vegas
Latvian	Latvia
Latvians	Latvia
Lebanese	Lebanon
Lemniot	Lemnos
Lemniots	Lemnos
Lesbian	Lesbos
Lesbians	Lesbos
Lesviot	Lesvos
Lesviots	Lesvos
Letts	Latvia
Liberian	Liberia
Liberians	Liberia
Libyan	Libya
Libyans	Libya
Liechtenstein	Liechtenstein
Liechtensteiners	Liechtenstein
Ligurian	Liguria
Ligurians	Liguria
Lisboner	Lisbon
Lisboners	Lisbon
Lithuanian	Lithuania
Lithuanians	Lithuania
Liverpudlia	Liverpool
Liverpudlian	Liverpool
Livonian	Livonia
Livonians	Livonia
Livornian	Livorno
Livornians	Livorno
Lombard	Lombardy
Lombards	Lombardy
Londoner	Lombardy
Londoners	Lombardy
Long Islander	Long Island
Long Islanders	Long Island
Louisianan	Long Island
Louisianans	Long Island
Louisianian	Louisiana
Lunarian	Luna
Lunarians	Luna
Luxembourg	Luxembourg
Luxembourgers	Luxembourg
Luxembourgish	Luxembourg
Macanese	Macau
Macaoese	Macao
Macedonian	Macedonia
Macedonians	Macedonia
Madeiran	Madeira
Madeirans	Madeira
Madrile	Madrid
Madrilenian	Madrid
Madrileño	Madrid
Magyar	Hungary
Magyars	Hungary
Mahoran	Mayotte
Mahorans	Mayotte
Mainer	Maine
Mainers	Maine
Majorcan	Majorca
Majorcans	Majorca
Malagasy	Madagascar
Malawian	Malawi
Malawians	Malawi
Malaysian	Malaysia
Malaysians	Malaysia
Maldivian	Maldives
Maldivians	Maldives
Malian	Mali
Malians	Mali
Malinese	Mali
Mallorcan	Mallorca
Mallorcans	Mallorca
Maltese	Malta
Mancunian	Mallorca
Mancunians	Mallorca
Manhattanit	Manhattan
Manhattanite	Manhattan
Maniot	Mani
Maniots	Mani
Manitoban	Manitoba
Manitobans	Manitoba
Manx	Isle of Man
Manxman	Manitoba
Manxmen	Manitoba
Manxwoman	Manitoba
Manxwomen	Manitoba
Maritimer	Manitoba
Maritimers	Manitoba
Marshallese	Marshall Islands
Martian	Manitoba
Martians	Manitoba
Martinican	Martinique
Martiniquais	Martinique
Martiniquaises	Martinique
Marylander	Maryland
Marylanders	Maryland
Massachuset	Massachuset
Massachusettsan	Massachuset
Massachusettsian	Massachuset
Masurian	Masuria
Masurians	Masuria
Mauritanian	Mauritania
Mauritanians	Mauritania
Mauritian	Mauritius
Mauritians	Mauritius
McDonald Islands	Heard Island and McDonald Islands
Median	Mede
Medians	Mede
Memphite	Memphis
Memphites	Memphis
Menorcan	Memphis
Menorcans	Memphis
Mercurian	Mercury
Mercurians	Mercury
Mexican	Mexico
Mexicans	Mexico
Michigander	Michigan
Michiganian	Michigan
Micronesian	Micronesia
Micronesians	Micronesia
Midwesterne	Midwestern
Midwesterner	Midwestern
Milanese	Milan
Milaneses	Milan
Miliot	Milos
Miliots	Milos
Minnesotan	Minnesota
Minnesotans	Minnesota
Minorcan	Minorca
Minorcans	Minorca
Miquelonnais	Saint Pierre and Miquelon
Miquelonnaises	Saint Pierre and Miquelon
Mississauga	Mississauga
Mississaugan	Mississauga
Mississippi	Mississippi
Mississippian	Mississippi
Missourian	Missouri
Missourians	Missouri
Moldovan	Moldova
Moldovans	Moldova
Mongolian	Mongolia
Mongolians	Mongolia
Mongols	Mongolia
Montanan	Montana
Montanans	Montana
Montegonian	Montego
Montenegrin	Montenegro
Montenegrins	Montenegro
Montrealer	Montego
Montrealers	Montego
Montserratian	Montserrat
Montserratians	Montserrat
Mooninite	Luna
Mooninites	Luna
Moose Javian	Luna
Moose Javians	Luna
Moravian	Moravia
Moravians	Moravia
Moreot	Morea
Moreots	Morea
Moroccan	Morocco
Moroccans	Morocco
Motswana	Botswana
Mozambican	Mozambique
Mozambicans	Mozambique
Muscovite	Moscow
Muscovites	Moscow
NZ	New Zealand
Namibian	Namibia
Namibians	Namibia
Nashvillian	Nashville
Nauruan	Nauru
Nauruans	Nauru
Navarran	Navarre
Navarrans	Navarre
Navarrese	Navarre
Navarreses	Navarre
Naxiot	Naxos
Naxiots	Naxos
Neapolitan	Naples
Neapolitans	Naples
Nebraskan	Nebraska
Nebraskans	Nebraska
Nepalese	Nepal
Nepali	Nepal
Nepalis	Nepal
Neptunian	Neptune
Neptunians	Neptune
Netherlanders	Netherlands
Netherlandic	Netherlands
Nevadan	Nevada
Nevadans	Nevada
Nevisian	Saint Kitts and Nevis
Nevisians	Saint Kitts and Nevis
New Brunswicker	New Brunswick
New Caledonian	New Caledonia
New Caledonians	New Caledonia
New Englander	New England
New Hampshirite	New Hampshire
New Jerseyite	New Jersey
New Mexican	New Mexico
New Yorker	New York
New Zealand	New Zealand
New Zealander	New Zealand
New Zealanders	New Zealand
New Zealandress	New Zealander
Newfie	Newfoundlan
Newfies	Newfoundlan
Newfoundlan	Newfoundlan
Newfoundlander	Newfoundlan
Ni-Vanuatu	Vanuatu
Nicaraguan	Nicaragua
Nicaraguans	Nicaragua
Nigerian	Nigeria
Nigerians	Nigeria
Nigerien	Niger
Nigeriens	Niger
Niuean	Niue
Niueans	Niue
Norfolk Island	Norfolk Island
Norfolk Islander	Norfolk Island
Norman	Normandy
Normans	Normandy
North American	Normandy
North Americans	Normandy
North Carolinian	Carolina
North Carolinians	Carolina
North Dakotan	North Dakota
North Dakotans	North Dakota
North Korean	Korea
North Walian	North Wales
North Walians	North Wales
Northern Irish	Northern Ireland
Northern Irishmen	Northern Ireland
Northern Irishwomen	Northern Ireland
Northern Marianan	Northern Mariana Islands
Northern Marianans	Northern Mariana Islands
Northumbria	North Wales
Northumbrian	North Wales
Norwegian	Norway
Norwegian-Canadian	Canadians
Norwegians	Norway
Nova Scotian	Nova Scotia
Nova Scotians	Nova Scotia
Nunavimmiut	Nunavik
Nunavummiuq	Nunavut
Nunavummiut	Nunavut
Oberonian	Oberon
Oceanian	Oceania
Oceanians	Oceania
Ohioan	Ohio
Ohioans	Ohio
Okie	Oklahoma
Okies	Oklahoma
Oklahoman	Oklahoma
Oklahomans	Oklahoma
Omani	Oman
Omanis	Oman
Ontarian	Ontario
Ontarians	Ontario
Orcadian	Ontario
Orcadians	Ontario
Oregonian	Oregon
Oregonians	Oregon
Orkneyan	Orkney
Orkneyans	Orkney
Osloite	Oslo
Osloites	Oslo
Ossetian	Ossetia
Ossetians	Ossetia
Ottawan	Ottawa
Ottawans	Ottawa
Pacific Northwester	Ottawa
Pacific Northwesterner	Ottawa
Pakistani	Pakistan
Pakistanis	Pakistan
Palauan	Palau
Palauans	Palau
Palestinian	Palestine
Palestinians	Palestine
Palladian	Pallas
Panamanian	Panama
Panamanians	Panama
Papua New Guinean	Papua New Guinea
Papua New Guineans	Papua New Guinea
Papuan	Papua New Guinea
Papuans	Papua New Guinea
Paraguayan	Paraguay
Paraguayans	Paraguay
Parian	Paros
Parians	Paros
Parisian	Paris
Parisians	Paris
Parthian	Parthia
Parthians	Parthia
Patagonian	Patagonia
Patagonians	Patagonia
Patmiot	Patmos
Patmiots	Patmos
Peloponnesi	Patmos
Peloponnesian	Patmos
Pennsylvani	Pennsylvani
Pennsylvanian	Pennsylvani
Persian	Iran
Persians	Iran
Peruvian	Peru
Peruvians	Peru
Petersburgi	Saint Petersburg
Petersburgian	Saint Petersburg
Philadelphi	Philadelphi
Philadelphian	Philadelphi
Philippine	Philippines
Picard	Picardy
Picards	Picardy
Piedmontese	Piedmont
Pisan	Pisa
Pisans	Pisa
Pitcairn Island	Pitcairn Islands
Pitcairn Islanders	Pitcairn Islands
Pittsburghe	Pittsburgh
Pittsburgher	Pittsburgh
Pleiad	Pittsburgh
Pleiads	Pittsburgh
Plutonian	Pluto
Plutonians	Pluto
Poles	Poland
Polish	Poland
Pomeranian	Pomerania
Pomeranians	Pomerania
Portuguese	Portugal
Portuguese-Canadian	Canadians
Praguian	Prague
Praguians	Prague
Prince Edward	Prince Edward
Prince Edward Islander	Prince Edward
Psarian	Psara
Psarians	Psara
Psariot	Psara
Psariots	Psara
Puerto Rican	Puerto Rico
Puerto Ricans	Puerto Rico
Qatari	Qatar
Qataris	Qatar
Quebecer	Quebec
Quebecers	Quebec
Quebecker	Quebec
Quebeckers	Quebec
Quebecois	Quebec
Queenslande	Queensland
Queenslander	Queensland
Québecois	Quebec
Québécois	Quebec
Reginan	Regina
Reginans	Regina
Rhean	Regina
Rhinelander	Rhineland
Rhode Islander	Rhode Island
Rhode Islanders	Rhode Island
Rhodesian	Rhodesia
Rhodesians	Rhodesia
Rhodian	Rhodes
Rhodians	Rhodes
Rhodiot	Rhodes
Rhodiots	Rhodes
Rican	Rhodes
Ricans	Rhodes
Riverian	Rivers State
Riverians	Rivers State
Roman	Rome
Romanian	Romania
Romanians	Romania
Romans	Rome
Roubaisian	Roubaix
Roubaisians	Roubaix
Russian	Russia
Russian-Canadian	Canadians
Russians	Russia
Rwandan	Rwanda
Rwandans	Rwanda
Saba	Saba
Saba Dutch	Saba
Sahraouian	Western Sahara
Sahraouis	Western Sahara
Sahrawi	Western Sahara
Sahrawian	Western Sahara
Sahrawis	Western Sahara
Saint Helenian	Saint Helena
Saint Helenians	Saint Helena
Saint Lucian	Saint Lucia
Saint Lucians	Saint Lucia
Saint Vincentian	Saint Vincent and the Grenadines
Saint Vincentians	Saint Vincent and the Grenadines
Saint-Martinois	Saint Martin
Saint-Martinoise	Saint Martin
Saint-Martinoises	Saint Martin
Saint-Pierrais	Saint Pierre and Miquelon
Saint-Pierraises	Saint Pierre and Miquelon
Salvadoran	El Salvador
Salvadorans	El Salvador
Salzburgian	Salzburg
Samian	Samos
Samians	Samos
Samiot	Samos
Samiots	Samos
Sammarinese	San Marino
Samoan	Samoa
Samoans	Samoa
Samogitian	Samogitia
Samogitians	Samogitia
Sardinian	Sardinia
Sardinians	Sardinia
Saskabusher	Sardinia
Saskatchewa	Saskatchewa
Saskatchewanian	Saskatchewa
Saskatonian	Saskatoon
Saturnian	Saturn
Saturnians	Saturn
Saudi	Saudi Arabia
Saudi Arabian	Saudi Arabia
Saudi Arabians	Saudi Arabia
Saudis	Saudi Arabia
Saxon	Saxony
Saxons	Saxony
Scot	Saxony
Scotch	Scotland
Scotlander	Scotland
Scotlanders	Scotland
Scots	Scotland
Scotsman	Scots
Scotsmen	Scotland
Scotswoman	Scots
Scotswomen	Scotland
Scottish	Scotland
Seattleite	Seattle
Seattleites	Seattle
Selenite	Luna
Selenites	Luna
Senegalese	Senegal
Serbian	Serbia
Serbians	Serbia
Serbs	Serbia
Seychellois	Seychelles
Seychelloises	Seychelles
Shetlander	Luna
Shetlanders	Luna
Siberian	Siberia
Siberians	Siberia
Sicilian	Sicily
Sicilians	Sicily
Sierra Leonean	Sierra Leone
Sierra Leoneans	Sierra Leone
Sikkimese	Sikkim
Silesian	Silesia
Singapore	Singapore
Singaporean	Singapore
Singaporeans	Singapore
Sint Eustatius	Sint Eustatius
Sint Maarten	Sint Maarten
Sint Maartener	Sint Maarten
Skyriot	Skyros
Skyriots	Skyros
Slovak	Slovakia
Slovaks	Slovakia
Slovene	Slovenia
Slovenes	Slovenia
Slovenian	Slovenia
Slovenians	Slovenia
Smithereen	Smithers
Smithereens	Smithers
Smyrniot	Smyrna
Smyrniots	Smyrna
Sofian	Sofia
Sofians	Sofia
Solomon Island	Solomon Islands
Solomon Islanders	Solomon Islands
Somali	Somalia
Somalian	Somalia
Somalians	Somalia
Somalis	Somalia
South African	South Africa
South Africans	South Africa
South American	Sofia
South Americans	Sofia
South Carolinian	South Carolina
South Carolinians	South Carolina
South Dakotan	South Dakota
South Dakotans	South Dakota
South Georgia	South Georgia and the South Sandwich Islands
South Ossetian	South Ossetia
South Ossetians	South Ossetia
South Sandwich Islands	South Georgia and the South Sandwich Islands
South Sudanese	South Sudan
South Walian	South Wales
South Walians	South Wales
Spaniard	South Wales
Spaniards	Spain
Spanish	Spain
Sri Lankan	Sri Lanka
Sri Lankans	Sri Lanka
Statian	Sint Eustatius
Statians	Sint Eustatius
Stockholmer	Stockholm
Styrian	Styria
Styrians	Styria
Sudanese	Sudan
Sumatran	Sumatra
Sumatrans	Sumatra
Surinamers	Surinam
Surinamese	Surinam
Svalbard	Svalbard
Swabian	Swabia
Swabians	Swabia
Swazi	Swaziland
Swazis	Swaziland
Swede	Sweden
Swedes	Sweden
Swedish	Sweden
Swedish-Canadian	Swedish
Swiss	Switzerland
Sydnesian	Sydney
Sydnesians	Sydney
Sydneyite	Sydney
Sydneyites	Sydney
Syrian	Syria
Syrians	Syria
Taiwanese	Taiwan
Tajikistani	Tajikistan
Tajikistanis	Tajikistan
Tajiks	Tajikistan
Tallinner	Tallinn
Tallinners	Tallinn
Tanzanian	Tanzania
Tanzanians	Tanzania
Tennessean	Tennessee
Tennesseans	Tennessee
Tennesseean	Tennessee
Terran	Terra
Terrans	Terra
Texan	Texas
Texans	Texas
Texpat	Texas
Texpats	Texas
Thai	Thailand
Thessalian	Thessaly
Thessalians	Thessaly
Thessalonia	Thessaly
Thessalonian	Thessaly
Thracian	Thrace
Thracians	Thrace
Thuringian	Thuringia
Thuringians	Thuringia
Timorese	Timor-Leste
Titanian	Titan
Titanians	Titan
Tobagonian	Trinidad and Tobago
Tobagonians	Trinidad and Tobago
Togolese	Togo
Tokelauan	Tokelau
Tokelauans	Tokelau
Tongan	Tonga
Tongans	Tonga
Torontonian	Toronto
Transylvani	Transylvani
Transylvanian	Transylvani
Trinidadian	Trinidad and Tobago
Trinidadians	Trinidad and Tobago
Tritonian	Trinidad
Tunisian	Tunisia
Tunisians	Tunisia
Turinese	Trinidad
Turkish	Turkey
Turkmen	Turkmenistan
Turkmens	Turkmenistan
Turks	Turkey
Turks and Caicos Island	Turks and Caicos Islands
Turks and Caicos Islanders	Turks and Caicos Islands
Tuscan	Tuscany
Tuscans	Tuscany
Tuvaluan	Tuvalu
Tuvaluans	Tuvalu
Tyrolean	Tyrol
Tyroleans	Tyrol
U.S. Virgin Island	Virgin Islands
U.S. Virgin Islanders	Virgin Islands
UK	United Kingdom
US	United States
Ugandan	Uganda
Ugandans	Uganda
Uke	Tyrol
Ukes	Tyrol
Ukie	Tyrol
Ukies	Tyrol
Ukrainian	Ukraine
Ukrainian-Canadian	Canadians
Ukrainians	Ukraine
Umbrian	Umbria
Umbrians	Umbria
United States	United States
Uranian	Umbria
